50;100;150;200;250;300;350;400;450;500;550;600;650;700;750;800;850;900;950;1000
64.909;70.1224;64.7779;59.1118;53.1451;55.8809;51.5635;61.2023;52.5039;53.779;51.3344;48.9455;49.6563;50.1006;48.7763;48.6745;49.246;48.8196;48.7915;48.8307
63.2927;64.3207;72.5958;66.4834;56.8422;64.1163;56.9475;57.7217;53.1509;51.3055;49.3168;49.5456;49.7322;49.1381;49.181;48.6778;49.0052;48.9188;48.7226;48.779
61.6074;68.3124;65.8441;62.5333;54.5189;59.108;52.4414;55.1767;55.5778;53.2371;49.8699;49.7728;63.1917;49.9275;48.7779;48.6746;48.9987;48.9417;48.878;48.8099
60.8027;63.8926;59.7669;64.3413;51.771;55.2658;54.7185;51.7119;54.2895;52.1717;49.2876;49.1253;48.9045;50.1671;48.7266;48.6992;48.8625;48.8589;48.9025;48.735
67.3709;70.5384;58.9688;64.2142;56.2602;56.4807;55.2819;51.8543;80.9059;53.3734;49.2599;51.5693;49.2857;53.3211;48.9544;48.6783;49.1723;48.9691;48.8344;48.8196
65.8802;68.6666;60.8464;63.8321;53.6889;64.3858;53.5673;60.2206;54.9592;50.3162;49.8458;48.9018;50.4475;50.4068;48.7086;48.7108;48.8759;48.9162;48.735;48.7814
66.1114;66.6551;68.9733;61.1654;54.5211;57.6775;50.5924;57.713;51.4073;51.7698;50.0622;49.1524;49.9593;55.9381;49.0284;48.733;48.7597;48.9346;48.9128;48.7694
61.7857;62.1055;66.9466;70.2138;56.8743;56.3911;54.5236;56.0331;54.8274;51.1551;49.9779;49.322;48.8103;56.6509;50.2341;48.7199;49.9565;48.9378;48.858;48.8062
54.0848;66.4453;66.3859;64.9353;54.6116;55.9304;57.7505;53.4143;54.893;52.8252;49.4083;50.6824;49.7287;50.0019;49.0368;48.9051;50.0073;49.0184;48.8523;48.7264
62.2835;72.5048;62.6685;60.2394;56.1558;63.0182;50.3508;52.7082;58.8633;51.2298;49.9918;49.0496;49.6005;51.2467;48.826;49.0024;48.8712;48.9326;48.8386;48.846
58.7195;63.3761;67.0991;63.8345;52.8417;59.917;54.7139;53.3236;55.1092;50.3298;49.5035;49.7471;49.5646;50.2632;48.8217;48.6561;49.2822;49.0112;48.861;48.7901
65.0226;66.4597;65.0244;66.6092;55.5669;60.6906;54.0732;53.7927;52.7648;50.524;51.6456;49.0471;48.9745;53.2908;49.8404;48.6958;48.9616;48.8078;48.8447;48.8258
64.2466;68.6278;67.685;60.7041;58.9131;52.9682;56.2615;56.4567;53.2939;53.0782;52.9487;48.944;49.6505;53.0869;49.2117;48.6782;48.833;48.845;48.8937;48.771
63.586;70.8138;60.9482;62.4262;57.1133;57.174;54.078;54.5028;55.8985;53.3872;50.4393;50.7888;49.4941;53.3249;49.0657;48.7266;49.0051;48.9314;48.816;48.811
62.1334;65.4526;67.3199;60.0704;59.1914;59.5293;53.8262;52.2298;57.9436;50.1021;49.4325;48.8559;50.1419;55.1526;48.9213;48.7103;48.6991;48.823;48.8657;48.7476
65.8996;67.6203;63.3247;59.9394;55.4354;58.8762;53.739;51.9283;51.3293;51.5183;52.1419;49.0303;50.7488;50.7123;49.4238;48.7146;48.8978;48.9911;48.7677;48.7264
61.1989;78.6473;61.1047;59.7595;55.1141;60.4632;56.0104;52.0107;78.1003;49.6649;51.0221;49.9631;49.5801;49.249;48.8584;48.6879;48.8398;48.8892;48.9161;48.8668
61.4515;63.6784;65.0822;63.4072;55.2822;64.8109;54.7357;53.3419;53.9085;51.0836;49.3939;49.3346;49.6631;52.7366;49.2286;48.6568;48.9205;48.9381;48.8513;48.7795
61.0495;70.5297;61.9296;61.7356;52.7286;59.2176;56.389;51.1722;56.7807;50.5983;50.2056;49.5775;49.1933;51.9643;49.7511;48.7315;48.8666;49.2813;48.8159;48.8105
61.2939;69.7539;69.9635;58.2144;59.5034;55.1684;53.9572;55.1421;52.6556;52.7027;49.1725;50.0578;49.6539;52.3011;48.6651;48.9171;48.7717;48.7793;48.7144;48.7626
59.9485;64.3131;64.0914;63.8615;54.4154;65.1105;58.7828;52.5434;56.391;50.9809;51.1992;49.4613;50.3287;52.0615;48.7964;48.7351;48.849;48.9711;48.766;48.776
61.8026;66.5229;66.6575;61.4156;56.7431;64.6603;54.444;57.4996;58.251;54.0181;50.0641;49.23;49.0633;49.4547;48.8676;48.8081;49.1009;48.8445;48.9828;48.7378
59.9151;66.7953;64.8141;67.3753;60.4716;63.4027;54.7178;52.1268;51.7579;51.3073;49.7741;49.6623;49.9427;57.2763;48.8425;48.7941;49.0026;48.8217;48.7864;48.773
59.732;74.7191;63.904;55.5663;56.2111;59.6567;54.8748;53.627;59.5893;52.5317;50.8756;51.0702;50.4187;50.5081;48.8878;48.7122;49.1552;49.036;48.7605;48.736
59.0237;63.0528;63.8574;58.6583;56.6809;59.8084;53.9575;57.4682;62.7418;54.2009;49.8793;49.7967;49.5404;50.2965;49.2254;48.6573;48.8574;49.0061;48.8195;48.7825
61.2267;73.7676;63.802;55.49;55.393;67.127;54.0476;51.2972;52.3953;49.9468;49.5662;51.3288;49.4478;55.4163;48.8919;48.6822;48.8631;48.9361;48.9192;48.7445
62.3512;67.723;63.6391;62.1333;54.8572;64.6848;55.1558;53.5472;52.2978;51.2785;49.5586;49.6488;49.7745;51.2148;49.6706;48.6744;48.9436;48.8469;48.7697;48.712
60.1332;64.8424;69.3044;62.644;56.5656;58.49;55.6964;56.8809;60.0123;52.9797;50.636;49.4391;50.2631;52.3247;49.1968;48.7105;48.9355;48.9892;48.7225;48.7672
58.8059;65.0316;62.4532;66.9782;57.1916;63.6304;54.6229;57.5651;52.3524;50.9351;49.5831;50.0407;49.8739;54.5763;49.1796;48.6736;49.0237;48.8085;48.7744;48.7582
58.9893;70.7451;76.2486;63.6579;52.495;65.2067;54.7159;52.0892;51.6118;49.8879;49.0479;49.7177;49.2075;55.09;48.9727;48.7338;49.0731;49.0862;48.8258;48.7638
65.0165;71.99;60.4;56.7012;54.7876;55.5828;53.4211;59.8407;55.3481;53.302;49.516;49.3524;49.394;49.841;48.8591;48.653;49.0246;48.8986;48.8016;48.9804
67.8295;64.1338;66.2235;64.6901;54.4001;65.2641;56.4195;55.0623;54.6026;50.3433;49.1237;50.741;51.548;50.3546;48.8384;48.6756;49.454;49.1657;48.8831;48.9042
59.4087;66.3557;60.5872;61.8517;56.2913;56.0398;50.7913;53.9325;53.5289;52.8071;50.6948;49.5916;50.2705;57.7465;48.723;48.7366;49.652;48.7698;48.7725;48.7694
61.4843;66.1167;67.0344;66.5946;56.5929;62.3011;53.6556;54.0294;70.3787;50.7856;50.0136;49.3922;49.0865;54.813;50.2249;48.7352;48.7697;48.8093;48.7514;48.8526
59.4612;65.6088;61.1565;53.802;54.327;58.2347;53.4081;53.8569;52.2006;50.8074;49.9385;49.4196;50.2165;53.723;48.8778;48.7511;49.3976;48.8774;48.8751;48.8672
61.7371;65.8625;69.579;57.9774;53.5814;58.5702;56.512;61.9344;49.6391;51.8339;49.0994;52.2894;49.3733;52.1634;50.5778;48.7135;48.8533;48.8408;48.8111;48.8337
62.8847;64.5904;63.658;61.6014;52.6612;53.4141;53.545;52.3352;54.2919;51.6365;49.2681;49.188;49.4029;49.3107;49.1626;48.7089;48.8696;48.8921;48.9656;48.8012
59.4487;67.4553;59.6251;66.7126;55.866;62.5791;54.2049;53.8061;55.8807;55.3522;49.4473;49.0499;49.3316;53.2085;49.1193;48.7363;49.8219;48.8472;48.8832;48.7457
66.7908;63.9141;66.5527;60.8463;53.6964;57.873;53.9799;53.8896;51.2405;52.7185;50.8555;50.3983;50.1427;51.7141;48.7968;48.6694;48.9767;48.9927;48.9894;48.756
61.1167;66.406;63.5634;60.9403;56.4201;53.0106;57.3443;54.1494;52.3454;52.9227;51.131;49.5356;49.9766;55.2112;48.7987;48.6991;49.1845;49.2419;48.7865;48.8293
61.2634;81.6507;73.2045;58.6127;57.6188;53.8419;53.3449;53.4287;50.7367;50.8342;49.8009;50.0029;49.2769;51.4995;50.2257;48.802;48.9498;49.3446;48.8736;48.7893
65.2952;64.6543;66.8351;59.8654;52.482;57.3109;53.812;56.0126;65.3476;57.7053;50.6359;48.9341;49.3127;50.3355;48.8589;48.646;48.8723;48.8148;48.8113;48.7052
61.7985;64.441;62.7843;59.4018;52.4423;54.0792;53.5342;55.3481;58.3212;53.0855;50.0245;49.5919;49.1442;54.5878;48.7552;48.6336;49.5766;49.1828;48.8744;48.7657
61.5753;63.7024;62.9175;68.7281;55.4159;59.892;53.6846;59.3453;70.6763;50.6839;50.1207;48.9886;49.9326;51.8888;49.9156;48.8036;48.796;48.9177;48.776;48.7902
60.8208;65.3439;64.8489;58.2257;53.7172;57.0743;56.2296;55.4988;53.3993;52.8788;50.4753;49.5296;49.2613;53.4614;48.8568;48.766;48.8237;48.8182;48.8145;48.8462
61.8052;66.701;62.471;61.2308;56.1105;55.3755;53.7192;55.0298;55.1105;49.5132;54.4068;49.88;49.257;50.7848;49.4303;48.7164;49.0852;48.898;48.8328;48.789
61.3444;64.341;62.5806;60.1095;53.086;64.7117;52.2394;55.1828;52.7454;51.2451;50.195;49.6001;49.4219;49.4988;49.5128;48.678;49.3061;49.0153;48.7918;48.7932
59.376;67.7774;64.3845;58.8939;54.8732;55.7261;51.0215;53.1335;54.7627;53.1545;51.7304;50.1263;49.775;51.223;49.1281;48.7114;48.8442;48.8614;48.7415;48.7644
61.8681;74.2341;61.7009;56.4606;59.3955;65.064;52.6415;55.8518;49.0823;51.437;49.2885;51.4152;49.3907;49.3801;50.0784;48.7112;48.9113;49.0407;48.7761;48.7929
60.5363;69.5862;65.7262;60.1763;53.2544;61.3844;52.0927;63.5349;50.2249;51.8976;51.16;48.9708;49.2725;54.4926;48.9024;48.6753;48.9512;48.8751;48.8163;48.7997
